entity_id,group_id,signature,entity_type,simple_name,qualified_name,file,start_line,end_line,block_id,observed_products,resolution_status
"E331","G8","TankWar_P1|TankWar_P3|TankWar_P5","METHOD","toolsLaden","TankManager$$Feuerkraft.toolsLaden","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset29",22,25,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset29:IF:6-26","TankWar_P1|TankWar_P3|TankWar_P5","RESOLVED_INTERNAL"
"E332","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","CLASS","TankManager$$Tools","TankManager$$Tools","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3",17,44,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"E333","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","FIELD","toolMenge","TankManager$$Tools.toolMenge","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3",18,18,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"E334","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","CONSTRUCTOR","TankManager$$Tools","TankManager$$Tools.TankManager$$Tools","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3",19,21,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"E335","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","METHOD","komponenteMalen","TankManager$$Tools.komponenteMalen","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3",22,27,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"E336","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","METHOD","toolsLaden","TankManager$$Tools.toolsLaden","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3",28,29,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"E337","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","METHOD","toolInit","TankManager$$Tools.toolInit","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3",30,39,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"E338","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","METHOD","addEnemyTank","TankManager$$Tools.addEnemyTank","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3",40,43,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset3:IF:8-44","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"E339","G22","TankWar_P5","CLASS","Tank$$Bombe","Tank$$Bombe","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset30",10,40,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset30:IF:9-10","TankWar_P5","RESOLVED_INTERNAL"
"E340","G12","TankWar_P2","CLASS","Tank$$Bombe","Tank$$Bombe","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset30",13,40,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset30:ELIF:11-13","TankWar_P2","RESOLVED_INTERNAL"
"E341","G20","TankWar_P4","CLASS","Tank$$Bombe","Tank$$Bombe","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset30",16,40,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset30:ELIF:14-16","TankWar_P4","RESOLVED_INTERNAL"
"E342","G16","TankWar_P2|TankWar_P4|TankWar_P5","CONSTRUCTOR","Tank$$Bombe","Tank$$Bombe.Tank$$Bombe","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset30",18,20,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset30:IF:6-40","TankWar_P2|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"E343","G16","TankWar_P2|TankWar_P4|TankWar_P5","METHOD","toolBehandeln","Tank$$Bombe.toolBehandeln","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset30",21,39,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset30:IF:6-40","TankWar_P2|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"E344","G6","TankWar_P1|TankWar_P3","CLASS","TankManager$$Mars","TankManager$$Mars","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset31",13,25,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset31:IF:12-13","TankWar_P1|TankWar_P3","RESOLVED_INTERNAL"
"E345","G12","TankWar_P2","CLASS","TankManager$$Mars","TankManager$$Mars","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset31",16,25,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset31:ELIF:14-16","TankWar_P2","RESOLVED_INTERNAL"
"E346","G3","TankWar_P1|TankWar_P2|TankWar_P3","CONSTRUCTOR","TankManager$$Mars","TankManager$$Mars.TankManager$$Mars","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset31",18,20,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset31:IF:6-25","TankWar_P1|TankWar_P2|TankWar_P3","RESOLVED_INTERNAL"
"E347","G3","TankWar_P1|TankWar_P2|TankWar_P3","METHOD","toolsLaden","TankManager$$Mars.toolsLaden","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset31",21,24,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset31:IF:6-25","TankWar_P1|TankWar_P2|TankWar_P3","RESOLVED_INTERNAL"
"E348","G1","TankWar_P1","CLASS","Maler$$einfrieren","Maler$$einfrieren","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset32",26,40,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset32:IF:24-26","TankWar_P1","RESOLVED_INTERNAL"
"E349","G17","TankWar_P3","CLASS","Maler$$einfrieren","Maler$$einfrieren","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset32",29,40,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset32:ELIF:27-29","TankWar_P3","RESOLVED_INTERNAL"
"E350","G12","TankWar_P2","CLASS","Maler$$einfrieren","Maler$$einfrieren","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset32",31,40,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset32:ELIF:30-31","TankWar_P2","RESOLVED_INTERNAL"
"E351","G3","TankWar_P1|TankWar_P2|TankWar_P3","CONSTRUCTOR","Maler$$einfrieren","Maler$$einfrieren.Maler$$einfrieren","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset32",33,35,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset32:IF:6-40","TankWar_P1|TankWar_P2|TankWar_P3","RESOLVED_INTERNAL"
"E352","G3","TankWar_P1|TankWar_P2|TankWar_P3","METHOD","helpItemErstellen","Maler$$einfrieren.helpItemErstellen","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset32",36,39,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset32:IF:6-40","TankWar_P1|TankWar_P2|TankWar_P3","RESOLVED_INTERNAL"
"E353","G6","TankWar_P1|TankWar_P3","CLASS","Tool$$Mars","Tool$$Mars","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset33",8,23,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset33:IF:7-8","TankWar_P1|TankWar_P3","RESOLVED_INTERNAL"
"E354","G12","TankWar_P2","CLASS","Tool$$Mars","Tool$$Mars","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset33",10,23,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset33:ELIF:9-10","TankWar_P2","RESOLVED_INTERNAL"
"E355","G3","TankWar_P1|TankWar_P2|TankWar_P3","CONSTRUCTOR","Tool$$Mars","Tool$$Mars.Tool$$Mars","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset33",12,14,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset33:IF:6-23","TankWar_P1|TankWar_P2|TankWar_P3","RESOLVED_INTERNAL"
"E356","G3","TankWar_P1|TankWar_P2|TankWar_P3","METHOD","init","Tool$$Mars.init","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset33",15,22,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset33:IF:6-23","TankWar_P1|TankWar_P2|TankWar_P3","RESOLVED_INTERNAL"
"E357","G17","TankWar_P3","CLASS","Maler$$Feuerkraft","Maler$$Feuerkraft","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset34",26,39,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset34:IF:25-26","TankWar_P3","RESOLVED_INTERNAL"
"E358","G1","TankWar_P1","CLASS","Maler$$Feuerkraft","Maler$$Feuerkraft","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset34",28,39,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset34:ELIF:27-28","TankWar_P1","RESOLVED_INTERNAL"
"E359","G22","TankWar_P5","CLASS","Maler$$Feuerkraft","Maler$$Feuerkraft","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset34",30,39,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset34:ELIF:29-30","TankWar_P5","RESOLVED_INTERNAL"
"E360","G8","TankWar_P1|TankWar_P3|TankWar_P5","CONSTRUCTOR","Maler$$Feuerkraft","Maler$$Feuerkraft.Maler$$Feuerkraft","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset34",32,34,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset34:IF:6-39","TankWar_P1|TankWar_P3|TankWar_P5","RESOLVED_INTERNAL"
"E361","G8","TankWar_P1|TankWar_P3|TankWar_P5","METHOD","helpItemErstellen","Maler$$Feuerkraft.helpItemErstellen","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset34",35,38,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset34:IF:6-39","TankWar_P1|TankWar_P3|TankWar_P5","RESOLVED_INTERNAL"
"E362","G21","TankWar_P4|TankWar_P5","CLASS","Maler$$Bombe","Maler$$Bombe","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset35",26,37,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset35:IF:24-26","TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"E363","G12","TankWar_P2","CLASS","Maler$$Bombe","Maler$$Bombe","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset35",28,37,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset35:ELIF:27-28","TankWar_P2","RESOLVED_INTERNAL"
"E364","G16","TankWar_P2|TankWar_P4|TankWar_P5","CONSTRUCTOR","Maler$$Bombe","Maler$$Bombe.Maler$$Bombe","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset35",30,32,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset35:IF:6-37","TankWar_P2|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"E365","G16","TankWar_P2|TankWar_P4|TankWar_P5","METHOD","helpItemErstellen","Maler$$Bombe.helpItemErstellen","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset35",33,36,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset35:IF:6-37","TankWar_P2|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"E366","G1","TankWar_P1","CLASS","TankManager$$einfrieren","TankManager$$einfrieren","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36",13,27,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36:IF:12-13","TankWar_P1","RESOLVED_INTERNAL"
"E367","G17","TankWar_P3","CLASS","TankManager$$einfrieren","TankManager$$einfrieren","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36",15,27,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36:ELIF:14-15","TankWar_P3","RESOLVED_INTERNAL"
"E368","G12","TankWar_P2","CLASS","TankManager$$einfrieren","TankManager$$einfrieren","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36",18,27,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36:ELIF:16-18","TankWar_P2","RESOLVED_INTERNAL"
"E369","G3","TankWar_P1|TankWar_P2|TankWar_P3","CONSTRUCTOR","TankManager$$einfrieren","TankManager$$einfrieren.TankManager$$einfrieren","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36",20,22,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36:IF:6-27","TankWar_P1|TankWar_P2|TankWar_P3","RESOLVED_INTERNAL"
"E370","G3","TankWar_P1|TankWar_P2|TankWar_P3","METHOD","toolsLaden","TankManager$$einfrieren.toolsLaden","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36",23,26,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset36:IF:6-27","TankWar_P1|TankWar_P2|TankWar_P3","RESOLVED_INTERNAL"
"E371","G6","TankWar_P1|TankWar_P3","CLASS","Maler$$Mars","Maler$$Mars","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset37",26,37,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset37:IF:24-26","TankWar_P1|TankWar_P3","RESOLVED_INTERNAL"
"E372","G12","TankWar_P2","CLASS","Maler$$Mars","Maler$$Mars","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset37",28,37,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset37:ELIF:27-28","TankWar_P2","RESOLVED_INTERNAL"
"E373","G3","TankWar_P1|TankWar_P2|TankWar_P3","CONSTRUCTOR","Maler$$Mars","Maler$$Mars.Maler$$Mars","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset37",30,32,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset37:IF:6-37","TankWar_P1|TankWar_P2|TankWar_P3","RESOLVED_INTERNAL"
"E374","G3","TankWar_P1|TankWar_P2|TankWar_P3","METHOD","helpItemErstellen","Maler$$Mars.helpItemErstellen","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset37",33,36,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset37:IF:6-37","TankWar_P1|TankWar_P2|TankWar_P3","RESOLVED_INTERNAL"
"E375","G20","TankWar_P4","CLASS","TankManager$$Bombe","TankManager$$Bombe","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38",11,25,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38:IF:9-11","TankWar_P4","RESOLVED_INTERNAL"
"E376","G12","TankWar_P2","CLASS","TankManager$$Bombe","TankManager$$Bombe","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38",14,25,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38:ELIF:12-14","TankWar_P2","RESOLVED_INTERNAL"
"E377","G22","TankWar_P5","CLASS","TankManager$$Bombe","TankManager$$Bombe","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38",16,25,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38:ELIF:15-16","TankWar_P5","RESOLVED_INTERNAL"
"E378","G16","TankWar_P2|TankWar_P4|TankWar_P5","CONSTRUCTOR","TankManager$$Bombe","TankManager$$Bombe.TankManager$$Bombe","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38",18,20,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38:IF:6-25","TankWar_P2|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"E379","G16","TankWar_P2|TankWar_P4|TankWar_P5","METHOD","toolsLaden","TankManager$$Bombe.toolsLaden","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38",21,24,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset38:IF:6-25","TankWar_P2|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"E380","G17","TankWar_P3","CLASS","Tank$$Feuerkraft","Tank$$Feuerkraft","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39",11,46,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:IF:9-11","TankWar_P3","RESOLVED_INTERNAL"
"E381","G1","TankWar_P1","CLASS","Tank$$Feuerkraft","Tank$$Feuerkraft","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39",13,46,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:ELIF:12-13","TankWar_P1","RESOLVED_INTERNAL"
"E382","G22","TankWar_P5","CLASS","Tank$$Feuerkraft","Tank$$Feuerkraft","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39",15,46,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:ELIF:14-15","TankWar_P5","RESOLVED_INTERNAL"
"E383","G8","TankWar_P1|TankWar_P3|TankWar_P5","FIELD","feuerkraftTimer","Tank$$Feuerkraft.feuerkraftTimer","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39",17,17,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:IF:6-46","TankWar_P1|TankWar_P3|TankWar_P5","RESOLVED_INTERNAL"
"E384","G8","TankWar_P1|TankWar_P3|TankWar_P5","FIELD","feuerkraft","Tank$$Feuerkraft.feuerkraft","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39",18,18,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:IF:6-46","TankWar_P1|TankWar_P3|TankWar_P5","RESOLVED_INTERNAL"
"E385","G8","TankWar_P1|TankWar_P3|TankWar_P5","CONSTRUCTOR","Tank$$Feuerkraft","Tank$$Feuerkraft.Tank$$Feuerkraft","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39",19,21,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:IF:6-46","TankWar_P1|TankWar_P3|TankWar_P5","RESOLVED_INTERNAL"
"E386","G8","TankWar_P1|TankWar_P3|TankWar_P5","METHOD","toolKontroller","Tank$$Feuerkraft.toolKontroller","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39",22,33,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:IF:6-46","TankWar_P1|TankWar_P3|TankWar_P5","RESOLVED_INTERNAL"
"E387","G8","TankWar_P1|TankWar_P3|TankWar_P5","METHOD","toolBehandeln","Tank$$Feuerkraft.toolBehandeln","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39",34,45,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset39:IF:6-46","TankWar_P1|TankWar_P3|TankWar_P5","RESOLVED_INTERNAL"
"E388","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","CLASS","KeyMonitor","KeyMonitor","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset4",11,26,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset4:IF:8-26","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"E389","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","FIELD","gameManager","KeyMonitor.gameManager","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset4",12,12,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset4:IF:8-26","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"E390","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","CONSTRUCTOR","KeyMonitor","KeyMonitor.KeyMonitor","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset4",13,15,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset4:IF:8-26","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"E391","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","METHOD","keyPressed","KeyMonitor.keyPressed","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset4",16,19,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset4:IF:8-26","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"E392","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","METHOD","keyReleased","KeyMonitor.keyReleased","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset4",20,23,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset4:IF:8-26","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"E393","G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","METHOD","keyTyped","KeyMonitor.keyTyped","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset4",24,25,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset4:IF:8-26","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"E394","G20","TankWar_P4","CLASS","Maler$$M_600","Maler$$M_600","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset40",26,39,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset40:IF:25-26","TankWar_P4","RESOLVED_INTERNAL"
"E395","G22","TankWar_P5","CLASS","Maler$$M_600","Maler$$M_600","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset40",28,39,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset40:ELIF:27-28","TankWar_P5","RESOLVED_INTERNAL"
"E396","G1","TankWar_P1","CLASS","Maler$$M_600","Maler$$M_600","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset40",30,39,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset40:ELIF:29-30","TankWar_P1","RESOLVED_INTERNAL"
"E397","G10","TankWar_P1|TankWar_P4|TankWar_P5","CONSTRUCTOR","Maler$$M_600","Maler$$M_600.Maler$$M_600","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset40",32,34,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset40:IF:6-39","TankWar_P1|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"E398","G10","TankWar_P1|TankWar_P4|TankWar_P5","METHOD","gamesize","Maler$$M_600.gamesize","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset40",35,38,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset40:IF:6-39","TankWar_P1|TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
"E399","G12","TankWar_P2","CLASS","Tank$$Mars","Tank$$Mars","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41",11,48,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41:IF:9-11","TankWar_P2","RESOLVED_INTERNAL"
"E400","G17","TankWar_P3","CLASS","Tank$$Mars","Tank$$Mars","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41",14,48,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41:ELIF:12-14","TankWar_P3","RESOLVED_INTERNAL"
"E401","G1","TankWar_P1","CLASS","Tank$$Mars","Tank$$Mars","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41",16,48,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41:ELIF:15-16","TankWar_P1","RESOLVED_INTERNAL"
"E402","G3","TankWar_P1|TankWar_P2|TankWar_P3","FIELD","mars","Tank$$Mars.mars","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41",18,18,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41:IF:6-48","TankWar_P1|TankWar_P2|TankWar_P3","RESOLVED_INTERNAL"
"E403","G3","TankWar_P1|TankWar_P2|TankWar_P3","FIELD","marsTimer","Tank$$Mars.marsTimer","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41",19,19,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41:IF:6-48","TankWar_P1|TankWar_P2|TankWar_P3","RESOLVED_INTERNAL"
"E404","G3","TankWar_P1|TankWar_P2|TankWar_P3","CONSTRUCTOR","Tank$$Mars","Tank$$Mars.Tank$$Mars","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41",20,22,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41:IF:6-48","TankWar_P1|TankWar_P2|TankWar_P3","RESOLVED_INTERNAL"
"E405","G3","TankWar_P1|TankWar_P2|TankWar_P3","METHOD","toolKontroller","Tank$$Mars.toolKontroller","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41",23,32,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41:IF:6-48","TankWar_P1|TankWar_P2|TankWar_P3","RESOLVED_INTERNAL"
"E406","G3","TankWar_P1|TankWar_P2|TankWar_P3","METHOD","toolBehandeln","Tank$$Mars.toolBehandeln","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41",33,41,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41:IF:6-48","TankWar_P1|TankWar_P2|TankWar_P3","RESOLVED_INTERNAL"
"E407","G3","TankWar_P1|TankWar_P2|TankWar_P3","METHOD","beschaedigen","Tank$$Mars.beschaedigen","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41",42,47,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset41:IF:6-48","TankWar_P1|TankWar_P2|TankWar_P3","RESOLVED_INTERNAL"
"E408","G21","TankWar_P4|TankWar_P5","CLASS","Tool$$Bombe","Tool$$Bombe","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset42",8,23,"C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset42:IF:7-8","TankWar_P4|TankWar_P5","RESOLVED_INTERNAL"
