entity_id,entity_type,simple_name,qualified_name,file,start_line,end_line,group_id,signature,observed_products
"E187","METHOD","setStatus","GameManager.setStatus","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset18",32,32,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P2"
"E188","METHOD","getBlood","GameManager$$TankWar.getBlood","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset18",33,33,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5"
"E189","METHOD","getBlood","GameManager.getBlood","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset18",33,33,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P2"
"E190","METHOD","getTankMenge","GameManager$$TankWar.getTankMenge","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset18",34,34,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P3|TankWar_P4|TankWar_P5"
"E191","METHOD","getTankMenge","GameManager.getTankMenge","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset18",34,34,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P2"
"E192","CLASS","Tool$$Tools","Tool$$Tools","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19",9,51,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E193","FIELD","time","Tool$$Tools.time","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19",10,10,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E194","FIELD","currTime","Tool$$Tools.currTime","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19",11,11,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E195","FIELD","tankId","Tool$$Tools.tankId","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19",12,12,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E196","CONSTRUCTOR","Tool$$Tools","Tool$$Tools.Tool$$Tools","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19",13,15,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E197","METHOD","init","Tool$$Tools.init","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19",16,20,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E198","METHOD","malen","Tool$$Tools.malen","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19",21,32,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E199","METHOD","toolMalen","Tool$$Tools.toolMalen","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19",33,35,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E200","METHOD","treffenErkennen","Tool$$Tools.treffenErkennen","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19",36,47,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E201","METHOD","remove","Tool$$Tools.remove","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset19",48,50,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E202","CLASS","Maler$$PC","Maler$$PC","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",29,332,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E203","FIELD","gameManager","Maler$$PC.gameManager","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",30,30,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E204","FIELD","GAME_WIDTH","Maler$$PC.GAME_WIDTH","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",31,31,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E205","FIELD","GAME_HEIGHT","Maler$$PC.GAME_HEIGHT","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",32,32,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E206","FIELD","gTemp","Maler$$PC.gTemp","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",33,33,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E207","FIELD","offScreenImage","Maler$$PC.offScreenImage","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",34,34,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E208","FIELD","menu","Maler$$PC.menu","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",35,35,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E209","FIELD","frame","Maler$$PC.frame","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",36,36,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E210","FIELD","infoPanel","Maler$$PC.infoPanel","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",37,37,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E211","FIELD","infoWidth","Maler$$PC.infoWidth","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",38,38,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E212","FIELD","status","Maler$$PC.status","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",39,39,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E213","FIELD","time","Maler$$PC.time","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",40,40,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E214","FIELD","tankType","Maler$$PC.tankType","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",41,41,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E215","FIELD","tk","Maler$$PC.tk","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",42,42,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E216","FIELD","random","Maler$$PC.random","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",43,43,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E217","CONSTRUCTOR","Maler$$PC","Maler$$PC.Maler$$PC","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",44,46,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E218","METHOD","init","Maler$$PC.init","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",47,64,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E219","METHOD","windowClosing","Maler$$PC.windowClosing.init","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",54,56,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E220","METHOD","gamesize","Maler$$PC.gamesize","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",65,66,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E221","METHOD","paint","Maler$$PC.paint","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",67,72,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E222","METHOD","mainMenu","Maler$$PC.mainMenu","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",73,78,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E223","METHOD","mainMenuerstellen","Maler$$PC.mainMenuerstellen","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",79,91,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E224","METHOD","tankWaehlen","Maler$$PC.tankWaehlen","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",92,97,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E225","METHOD","tankErstellen","Maler$$PC.tankErstellen","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",98,104,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E226","METHOD","help","Maler$$PC.help","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",105,110,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E227","METHOD","helpItemErstellen","Maler$$PC.helpItemErstellen","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",111,116,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E228","METHOD","loadImage","Maler$$PC.loadImage","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",117,123,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E229","METHOD","gameLevel","Maler$$PC.gameLevel","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",124,145,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E230","METHOD","gameLose","Maler$$PC.gameLose","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",146,166,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E231","METHOD","gameWin","Maler$$PC.gameWin","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",167,187,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E232","METHOD","gameExit","Maler$$PC.gameExit","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",188,202,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E233","METHOD","gamescreenstart","Maler$$PC.gamescreenstart","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",203,210,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E234","METHOD","pause","Maler$$PC.pause","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",211,221,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E235","METHOD","keyPressedBehandeln","Maler$$PC.keyPressedBehandeln","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",222,226,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E236","METHOD","menuBehandeln","Maler$$PC.menuBehandeln","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",227,287,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E237","METHOD","keyReleased","Maler$$PC.keyReleased","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",288,290,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E238","METHOD","update","Maler$$PC.update","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",291,303,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E239","METHOD","getScreenWidth","Maler$$PC.getScreenWidth","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",304,306,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E240","METHOD","getScreenHeight","Maler$$PC.getScreenHeight","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",307,309,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E241","METHOD","setColor","Maler$$PC.setColor","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",310,313,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E242","METHOD","setStatus","Maler$$PC.setStatus","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",314,316,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E243","METHOD","fillOvall","Maler$$PC.fillOvall","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",317,319,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E244","METHOD","fillRect","Maler$$PC.fillRect","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",320,322,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E245","METHOD","drawLine","Maler$$PC.drawLine","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",323,325,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E246","METHOD","drawRect","Maler$$PC.drawRect","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",326,328,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E247","METHOD","drawRoundRect","Maler$$PC.drawRoundRect","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2",329,331,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E248","CLASS","Tool","Tool","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset20",10,41,"G3","TankWar_P1|TankWar_P2|TankWar_P3","TankWar_P1|TankWar_P2|TankWar_P3"
"E249","CLASS","Tool","Tool","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset20",12,41,"G20","TankWar_P4","TankWar_P4"
"E250","CLASS","Tool","Tool","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset20",14,41,"G22","TankWar_P5","TankWar_P5"
"E251","CONSTRUCTOR","Tool","Tool.Tool","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset20",16,18,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E252","METHOD","toolMalen","Tool.toolMalen","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset20",19,40,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E253","CLASS","MalerZeit","MalerZeit","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset21",9,24,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E254","FIELD","gameManager","MalerZeit.gameManager","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset21",10,10,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E255","CONSTRUCTOR","MalerZeit","MalerZeit.MalerZeit","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset21",11,13,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E256","METHOD","run","MalerZeit.run","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset21",14,23,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E257","CLASS","GameObject","GameObject","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22",10,80,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E258","FIELD","tankManager","GameObject.tankManager","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22",11,11,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E259","FIELD","x_Koe","GameObject.x_Koe","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22",12,12,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E260","FIELD","x_Koordinate","GameObject.x_Koordinate","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22",12,12,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E261","FIELD","y_Koe","GameObject.y_Koe","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22",12,12,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E262","FIELD","y_Koordinate","GameObject.y_Koordinate","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22",12,12,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E263","FIELD","colorB","GameObject.colorB","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22",13,13,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E264","FIELD","colorG","GameObject.colorG","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22",13,13,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E265","FIELD","colorR","GameObject.colorR","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22",13,13,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E266","FIELD","objectType","GameObject.objectType","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22",14,14,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E267","FIELD","id","GameObject.id","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22",15,15,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E268","FIELD","objHeight","GameObject.objHeight","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22",16,16,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E269","FIELD","objHeight_Koe","GameObject.objHeight_Koe","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22",16,16,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E270","FIELD","objWidth","GameObject.objWidth","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22",16,16,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E271","FIELD","objWidth_Koe","GameObject.objWidth_Koe","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22",16,16,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E272","FIELD","zerstoerbarKeit","GameObject.zerstoerbarKeit","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22",17,17,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E273","CONSTRUCTOR","GameObject","GameObject.GameObject","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22",18,20,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E274","CONSTRUCTOR","GameObject","GameObject.GameObject","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22",21,22,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E275","METHOD","init","GameObject.init","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22",23,35,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E276","METHOD","malen","GameObject.malen","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22",36,39,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E277","METHOD","stossenGegen","GameObject.stossenGegen","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22",40,50,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E278","METHOD","stossenGegen","GameObject.stossenGegen","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22",51,66,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
"E279","METHOD","stossenGegen","GameObject.stossenGegen","C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset22",67,69,"G4","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5","TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5"
