evidence_id,candidate_id,source_file,source_line,source_entity,source_entity_type,source_block_id,source_asset_id,source_is_outermost,target_file,target_line,target_entity,target_entity_type,target_block_id,target_asset_id,target_is_outermost,dependency_kind,code_snippet,source_products,target_products
D375,RC-0080,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,325,Tank$$TankWar.koordinateAktualisieren,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,29,Tank$$TankWar.elapsedTime,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,FIELD_REFERENCE,yf_Koordinate += geschwindigkeit * tankManager.screenWidth * elapsedTime;,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D381,RC-0080,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,329,Tank$$TankWar.koordinateAktualisieren,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,29,Tank$$TankWar.elapsedTime,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,FIELD_REFERENCE,xf_Koordinate -= geschwindigkeit * tankManager.screenWidth * elapsedTime;,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D309,RC-0081,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,254,Tank$$TankWar.koordinateAktualisieren,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,31,Tank$$TankWar.fahrRichtung,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,FIELD_REFERENCE,flachHeitRichtung = fahrRichtung;,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D386,RC-0081,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,335,Tank$$TankWar.koordinateAktualisieren,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,31,Tank$$TankWar.fahrRichtung,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,FIELD_REFERENCE,fahrRichtung = tankRichtung;,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D301,RC-0082,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,241,Tank$$TankWar.koordinateAktualisieren,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,27,Tank$$TankWar.feindlich,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,FIELD_REFERENCE,if (feindlich && elapsedTime != 0) {,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D306,RC-0083,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,252,Tank$$TankWar.koordinateAktualisieren,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,26,Tank$$TankWar.flachHeit,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,FIELD_REFERENCE,if ((x_KoeRest != 0 || y_KoeRest != 0) && !flachHeit) {,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D307,RC-0083,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,253,Tank$$TankWar.koordinateAktualisieren,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,26,Tank$$TankWar.flachHeit,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,FIELD_REFERENCE,flachHeit = true;,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D310,RC-0083,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,257,Tank$$TankWar.koordinateAktualisieren,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,26,Tank$$TankWar.flachHeit,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,FIELD_REFERENCE,flachHeit = false;,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D311,RC-0083,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,259,Tank$$TankWar.koordinateAktualisieren,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,26,Tank$$TankWar.flachHeit,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,FIELD_REFERENCE,if (flachHeit) {,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D384,RC-0083,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,334,Tank$$TankWar.koordinateAktualisieren,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,26,Tank$$TankWar.flachHeit,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,FIELD_REFERENCE,if (((Tank) this).tankRichtung != 0 && !flachHeit),TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D308,RC-0084,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,254,Tank$$TankWar.koordinateAktualisieren,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,30,Tank$$TankWar.flachHeitRichtung,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,FIELD_REFERENCE,flachHeitRichtung = fahrRichtung;,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D312,RC-0084,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,260,Tank$$TankWar.koordinateAktualisieren,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,30,Tank$$TankWar.flachHeitRichtung,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,FIELD_REFERENCE,switch(flachHeitRichtung) {,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D313,RC-0085,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,262,Tank$$TankWar.koordinateAktualisieren,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,15,Tank$$TankWar.geschwindigkeit,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,FIELD_REFERENCE,yf_Koordinate -= geschwindigkeit * tankManager.screenWidth * elapsedTime;,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D325,RC-0085,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,276,Tank$$TankWar.koordinateAktualisieren,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,15,Tank$$TankWar.geschwindigkeit,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,FIELD_REFERENCE,xf_Koordinate += geschwindigkeit * tankManager.screenWidth * elapsedTime;,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D336,RC-0085,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,288,Tank$$TankWar.koordinateAktualisieren,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,15,Tank$$TankWar.geschwindigkeit,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,FIELD_REFERENCE,yf_Koordinate += geschwindigkeit * tankManager.screenWidth * elapsedTime;,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D347,RC-0085,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,300,Tank$$TankWar.koordinateAktualisieren,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,15,Tank$$TankWar.geschwindigkeit,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,FIELD_REFERENCE,xf_Koordinate -= geschwindigkeit * tankManager.screenWidth * elapsedTime;,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D360,RC-0085,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,317,Tank$$TankWar.koordinateAktualisieren,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,15,Tank$$TankWar.geschwindigkeit,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,FIELD_REFERENCE,yf_Koordinate -= geschwindigkeit * tankManager.screenWidth * elapsedTime;,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D366,RC-0085,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,321,Tank$$TankWar.koordinateAktualisieren,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,15,Tank$$TankWar.geschwindigkeit,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,FIELD_REFERENCE,xf_Koordinate += geschwindigkeit * tankManager.screenWidth * elapsedTime;,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D372,RC-0085,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,325,Tank$$TankWar.koordinateAktualisieren,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,15,Tank$$TankWar.geschwindigkeit,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,FIELD_REFERENCE,yf_Koordinate += geschwindigkeit * tankManager.screenWidth * elapsedTime;,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D378,RC-0085,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,329,Tank$$TankWar.koordinateAktualisieren,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,15,Tank$$TankWar.geschwindigkeit,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,FIELD_REFERENCE,xf_Koordinate -= geschwindigkeit * tankManager.screenWidth * elapsedTime;,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D303,RC-0086,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,242,Tank$$TankWar.koordinateAktualisieren,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,367,Tank$$TankWar.tankFeindKI,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,METHOD_CALL,tankFeindKI();,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D319,RC-0087,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,264,Tank$$TankWar.koordinateAktualisieren,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,31,Tank$$TankWar.tankRichtung,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,FIELD_REFERENCE,if (tankRichtung == 0) {,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D331,RC-0087,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,278,Tank$$TankWar.koordinateAktualisieren,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,31,Tank$$TankWar.tankRichtung,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,FIELD_REFERENCE,if (tankRichtung == 0) {,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D342,RC-0087,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,290,Tank$$TankWar.koordinateAktualisieren,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,31,Tank$$TankWar.tankRichtung,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,FIELD_REFERENCE,if (tankRichtung == 0) {,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D353,RC-0087,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,302,Tank$$TankWar.koordinateAktualisieren,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,31,Tank$$TankWar.tankRichtung,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,FIELD_REFERENCE,if (tankRichtung == 0) {,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D359,RC-0087,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,315,Tank$$TankWar.koordinateAktualisieren,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,31,Tank$$TankWar.tankRichtung,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,FIELD_REFERENCE,switch(tankRichtung) {,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D385,RC-0087,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,334,Tank$$TankWar.koordinateAktualisieren,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,31,Tank$$TankWar.tankRichtung,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,FIELD_REFERENCE,if (((Tank) this).tankRichtung != 0 && !flachHeit),TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D387,RC-0087,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,335,Tank$$TankWar.koordinateAktualisieren,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,31,Tank$$TankWar.tankRichtung,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,FIELD_REFERENCE,fahrRichtung = tankRichtung;,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D304,RC-0088,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,248,Tank$$TankWar.koordinateAktualisieren,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,15,Tank$$TankWar.xf_Koordinate,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,FIELD_REFERENCE,alteXf_Koordinate = xf_Koordinate;,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D326,RC-0088,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,276,Tank$$TankWar.koordinateAktualisieren,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,15,Tank$$TankWar.xf_Koordinate,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,FIELD_REFERENCE,xf_Koordinate += geschwindigkeit * tankManager.screenWidth * elapsedTime;,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D329,RC-0088,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,277,Tank$$TankWar.koordinateAktualisieren,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,15,Tank$$TankWar.xf_Koordinate,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,FIELD_REFERENCE,x_Koordinate = getRund(xf_Koordinate);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D348,RC-0088,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,300,Tank$$TankWar.koordinateAktualisieren,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,15,Tank$$TankWar.xf_Koordinate,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,FIELD_REFERENCE,xf_Koordinate -= geschwindigkeit * tankManager.screenWidth * elapsedTime;,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D351,RC-0088,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,301,Tank$$TankWar.koordinateAktualisieren,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,15,Tank$$TankWar.xf_Koordinate,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,FIELD_REFERENCE,x_Koordinate = getRund(xf_Koordinate);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D356,RC-0088,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,307,Tank$$TankWar.koordinateAktualisieren,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,15,Tank$$TankWar.xf_Koordinate,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,FIELD_REFERENCE,if (xf_Koordinate < 0) {,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D357,RC-0088,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,308,Tank$$TankWar.koordinateAktualisieren,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,15,Tank$$TankWar.xf_Koordinate,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,FIELD_REFERENCE,xf_Koordinate = 0;,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D367,RC-0088,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,321,Tank$$TankWar.koordinateAktualisieren,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,15,Tank$$TankWar.xf_Koordinate,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,FIELD_REFERENCE,xf_Koordinate += geschwindigkeit * tankManager.screenWidth * elapsedTime;,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D370,RC-0088,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,322,Tank$$TankWar.koordinateAktualisieren,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,15,Tank$$TankWar.xf_Koordinate,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,FIELD_REFERENCE,x_Koordinate = getRund(xf_Koordinate);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D379,RC-0088,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,329,Tank$$TankWar.koordinateAktualisieren,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,15,Tank$$TankWar.xf_Koordinate,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,FIELD_REFERENCE,xf_Koordinate -= geschwindigkeit * tankManager.screenWidth * elapsedTime;,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D382,RC-0088,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,330,Tank$$TankWar.koordinateAktualisieren,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14,15,Tank$$TankWar.xf_Koordinate,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset14:IF:8-384,asset14,true,FIELD_REFERENCE,x_Koordinate = getRund(xf_Koordinate);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
