evidence_id,candidate_id,source_file,source_line,source_entity,source_entity_type,source_block_id,source_asset_id,source_is_outermost,target_file,target_line,target_entity,target_entity_type,target_block_id,target_asset_id,target_is_outermost,dependency_kind,code_snippet,source_products,target_products
D1007,RC-0343,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,178,Maler$$PC.gameWin,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15,49,Menu.setStyle,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,asset15,true,METHOD_CALL,menu.setStyle(0);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1002,RC-0344,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,175,Maler$$PC.gameWin,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15,46,Menu.setZeileAbstand,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,asset15,true,METHOD_CALL,menu.setZeileAbstand(0);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1009,RC-0344,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,179,Maler$$PC.gameWin,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15,46,Menu.setZeileAbstand,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,asset15,true,METHOD_CALL,menu.setZeileAbstand(55);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D910,RC-0345,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,109,Maler$$PC.help,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15,212,Menu.erscheinen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,asset15,true,METHOD_CALL,menu.erscheinen(gTemp);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D911,RC-0346,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,112,Maler$$PC.helpItemErstellen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15,30,Menu.Menu,CONSTRUCTOR,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,asset15,true,CONSTRUCTOR_CALL,menu = new Menu(((Maler) this));,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D921,RC-0347,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,115,Maler$$PC.helpItemErstellen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15,42,Menu.setKoordinateImage,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,asset15,true,METHOD_CALL,"menu.setKoordinateImage((GAME_WIDTH + infoWidth) / 2, GAME_HEIGHT / 2);",TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D916,RC-0348,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,114,Maler$$PC.helpItemErstellen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15,49,Menu.setStyle,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,asset15,true,METHOD_CALL,menu.setStyle(3);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1068,RC-0349,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,224,Maler$$PC.keyPressedBehandeln,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15,172,Menu.KeyBehandeln,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,asset15,true,METHOD_CALL,menu.KeyBehandeln(key);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1139,RC-0350,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,77,Maler$$PC.mainMenu,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15,212,Menu.erscheinen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,asset15,true,METHOD_CALL,menu.erscheinen(gTemp);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1144,RC-0351,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,82,Maler$$PC.mainMenuerstellen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15,30,Menu.Menu,CONSTRUCTOR,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,asset15,true,CONSTRUCTOR_CALL,menu = new Menu(((Maler) this));,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1162,RC-0352,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,89,Maler$$PC.mainMenuerstellen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15,35,Menu.addLogo,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,asset15,true,METHOD_CALL,"menu.addLogo(loadImage(""15.png"", (GAME_WIDTH + infoWidth), GAME_HEIGHT));",TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1155,RC-0353,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,87,Maler$$PC.mainMenuerstellen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15,42,Menu.setKoordinateImage,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,asset15,true,METHOD_CALL,"menu.setKoordinateImage((GAME_WIDTH + infoWidth) / 2, GAME_HEIGHT * 2 / 3);",TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1165,RC-0354,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,90,Maler$$PC.mainMenuerstellen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15,38,Menu.setLogoKoordinate,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,asset15,true,METHOD_CALL,"menu.setLogoKoordinate(0, 0);",TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1150,RC-0355,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,86,Maler$$PC.mainMenuerstellen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15,49,Menu.setStyle,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,asset15,true,METHOD_CALL,menu.setStyle(0);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1157,RC-0356,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,88,Maler$$PC.mainMenuerstellen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15,46,Menu.setZeileAbstand,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,asset15,true,METHOD_CALL,menu.setZeileAbstand(0);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1049,RC-0357,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,213,Maler$$PC.pause,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15,30,Menu.Menu,CONSTRUCTOR,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,asset15,true,CONSTRUCTOR_CALL,menu = new Menu(((Maler) this));,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1065,RC-0358,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,220,Maler$$PC.pause,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15,212,Menu.erscheinen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,asset15,true,METHOD_CALL,menu.erscheinen(gTemp);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1055,RC-0359,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,214,Maler$$PC.pause,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15,42,Menu.setKoordinateImage,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,asset15,true,METHOD_CALL,"menu.setKoordinateImage((GAME_WIDTH + infoWidth) / 2, GAME_HEIGHT / 2);",TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1060,RC-0360,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,217,Maler$$PC.pause,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15,49,Menu.setStyle,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,asset15,true,METHOD_CALL,menu.setStyle(0);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1057,RC-0361,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,215,Maler$$PC.pause,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15,46,Menu.setZeileAbstand,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,asset15,true,METHOD_CALL,menu.setZeileAbstand(0);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1062,RC-0361,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,218,Maler$$PC.pause,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15,46,Menu.setZeileAbstand,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,asset15,true,METHOD_CALL,menu.setZeileAbstand(55);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1171,RC-0362,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,99,Maler$$PC.tankErstellen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15,30,Menu.Menu,CONSTRUCTOR,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,asset15,true,CONSTRUCTOR_CALL,menu = new Menu(((Maler) this));,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D895,RC-0363,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,100,Maler$$PC.tankErstellen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15,35,Menu.addLogo,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,asset15,true,METHOD_CALL,"menu.addLogo(loadImage(""15.png"", (GAME_WIDTH + infoWidth), GAME_HEIGHT));",TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D905,RC-0364,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,103,Maler$$PC.tankErstellen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15,42,Menu.setKoordinateImage,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,asset15,true,METHOD_CALL,"menu.setKoordinateImage((GAME_WIDTH + infoWidth) / 2, GAME_HEIGHT * 2 / 3);",TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D898,RC-0365,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,101,Maler$$PC.tankErstellen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15,49,Menu.setStyle,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,asset15,true,METHOD_CALL,menu.setStyle(1);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D900,RC-0366,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,102,Maler$$PC.tankErstellen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15,46,Menu.setZeileAbstand,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,asset15,true,METHOD_CALL,menu.setZeileAbstand(0);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1170,RC-0367,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,96,Maler$$PC.tankWaehlen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15,212,Menu.erscheinen,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset15:IF:8-281,asset15,true,METHOD_CALL,menu.erscheinen(gTemp);,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1119,RC-0368,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,50,Maler$$PC.init,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset16,17,InfoPanel.INFO_WIDTH,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset16:IF:8-49,asset16,true,FIELD_REFERENCE,infoWidth = InfoPanel.INFO_WIDTH;,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1117,RC-0369,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,49,Maler$$PC.init,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset16,18,InfoPanel.InfoPanel,CONSTRUCTOR,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset16:IF:8-49,asset16,true,CONSTRUCTOR_CALL,infoPanel = new InfoPanel(((Maler) this));,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1094,RC-0370,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,293,Maler$$PC.update,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset16,17,InfoPanel.INFO_WIDTH,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset16:IF:8-49,asset16,true,FIELD_REFERENCE,"offScreenImage = ((Maler) this).createImage(GAME_WIDTH + InfoPanel.INFO_WIDTH, GAME_HEIGHT);",TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1099,RC-0370,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,298,Maler$$PC.update,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset16,17,InfoPanel.INFO_WIDTH,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset16:IF:8-49,asset16,true,FIELD_REFERENCE,"gOffScreen.fillRect(0, 0, GAME_WIDTH + InfoPanel.INFO_WIDTH, GAME_HEIGHT);",TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1115,RC-0371,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,45,Maler$$PC.Maler$$PC,CONSTRUCTOR,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,30,Maler$$PC.gameManager,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,FIELD_REFERENCE,this.gameManager = gameManager;,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1112,RC-0372,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,324,Maler$$PC.drawLine,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,33,Maler$$PC.gTemp,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,FIELD_REFERENCE,"gTemp.drawLine(x1, y1, x2, y2);",TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1113,RC-0373,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,327,Maler$$PC.drawRect,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,33,Maler$$PC.gTemp,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,FIELD_REFERENCE,"gTemp.drawRect(x, y, width, height);",TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1114,RC-0374,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,330,Maler$$PC.drawRoundRect,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,33,Maler$$PC.gTemp,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,FIELD_REFERENCE,"gTemp.drawRoundRect(x, y, width, height, arcw, arch);",TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1110,RC-0375,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,318,Maler$$PC.fillOvall,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,33,Maler$$PC.gTemp,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,FIELD_REFERENCE,"gTemp.fillOval(x, y, width, height);",TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1111,RC-0376,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,321,Maler$$PC.fillRect,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,33,Maler$$PC.gTemp,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,FIELD_REFERENCE,"gTemp.fillRect(x, y, width, height);",TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1020,RC-0377,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,191,Maler$$PC.gameExit,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,32,Maler$$PC.GAME_HEIGHT,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,FIELD_REFERENCE,"((Maler) this).setSize(GAME_WIDTH + infoWidth, GAME_HEIGHT);",TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1026,RC-0377,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,194,Maler$$PC.gameExit,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,32,Maler$$PC.GAME_HEIGHT,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,FIELD_REFERENCE,"menu.setKoordinateImage((GAME_WIDTH + infoWidth) / 2, GAME_HEIGHT / 2);",TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1019,RC-0378,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,191,Maler$$PC.gameExit,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,31,Maler$$PC.GAME_WIDTH,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,FIELD_REFERENCE,"((Maler) this).setSize(GAME_WIDTH + infoWidth, GAME_HEIGHT);",TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
D1025,RC-0378,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,194,Maler$$PC.gameExit,METHOD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2,31,Maler$$PC.GAME_WIDTH,FIELD,C:\Users\JBNU\git\ConstraintsRecovery\assets\tankwar\asset2:IF:8-332,asset2,true,FIELD_REFERENCE,"menu.setKoordinateImage((GAME_WIDTH + infoWidth) / 2, GAME_HEIGHT / 2);",TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5,TankWar_P1|TankWar_P2|TankWar_P3|TankWar_P4|TankWar_P5
